ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Gender_Male,Married_Yes,Dependents_1,Dependents_2,Dependents_3+,Education_Not Graduate,Self_Employed_Yes,Property_Area_Semiurban,Property_Area_Urban,TotalIncome,EMI,BalanceIncome,LoanToIncome,log_ApplicantIncome,log_CoapplicantIncome,log_LoanAmount,log_TotalIncome,log_BalanceIncome,log_EMI
-0.5730233156794078,-0.8525496630747721,-1.5643325702303295,0.28069138826167456,0.39751587128632765,0.46405445225045033,-1.3803352649943352,-0.4575583087556493,-0.4510336711920958,-0.2937399970053584,-0.5404676337745812,-0.3940737464575112,-0.7741760356675698,1.42508392648674,-1.0739469164857587,-0.6239802604682022,-0.9825023628742857,-1.1377175995414863,-0.43282786389074707,-1.0894619096967835,-2.060213427879323,-1.2743796651649177,-0.6677586339710837,-1.1761973370646799
-0.5482263906527668,-0.8525496630747721,-0.7460924981787734,0.28069138826167456,0.39751587128632765,0.46405445225045033,0.7244616763479587,2.1855138041740427,-0.4510336711920958,-0.2937399970053584,-0.5404676337745812,-0.3940737464575112,1.2916958855975214,-0.7017130580269054,-1.0505580870783509,-0.373423517097849,-1.0089286696544297,0.6558299270715361,-0.3974543876219186,-1.0894619096967835,-0.6109902535701695,-1.2300092534144624,-0.6989700940573427,-0.6121653499440074
-0.5380637164615205,0.19527911943902784,0.21445019509914023,0.28069138826167456,-2.5156228272448207,0.46405445225045033,0.7244616763479587,-0.4575583087556493,2.2171293716430736,-0.2937399970053584,-0.5404676337745812,-0.3940737464575112,-0.7741760356675698,-0.7017130580269054,-0.3853184309824079,-0.07929168792395612,-0.38168862602921527,0.7543590410684942,-0.38314469216631997,0.8425377117537582,0.38666982672827965,-0.22433756996628781,-0.09590113481654294,-0.01852356771810744
-0.8173340032369689,0.06659839176189453,-0.4436994280727636,-2.4867678815472076,-2.5156228272448207,0.46405445225045033,0.7244616763479587,2.1855138041740427,-0.4510336711920958,-0.2937399970053584,1.8502495570661337,-0.3940737464575112,-0.7741760356675698,-0.7017130580269054,-0.7292492503011749,0.3346716272096708,-0.8202070245622868,0.42514945926837927,-0.8217222688421694,0.8085559599042771,-0.24695740500189153,-0.6915685498819086,-0.48961792894323414,0.718286292877194
-0.830748733169414,0.5096277541931679,0.21445019509914023,0.28069138826167456,0.39751587128632765,0.46405445225045033,0.7244616763479587,-0.4575583087556493,-0.4510336711920958,-0.2937399970053584,-0.5404676337745812,-0.3940737464575112,1.2916958855975214,-0.7017130580269054,-0.46468708159443106,-0.07929168792395612,-0.463605779991625,0.9218485481344411,-0.8455599517942363,0.9105885393694557,0.38666982672827965,-0.324337691482428,-0.16173772812646092,-0.01852356771810744
-1.1335964240685539,0.2963854054710612,-0.7283046705254788,0.28069138826167456,0.39751587128632765,0.46405445225045033,0.7244616763479587,-0.4575583087556493,2.2171293716430736,-0.2937399970053584,1.8502495570661337,2.5375960946127614,1.2916958855975214,-0.7017130580269054,-0.8837688937632298,-0.36797663137240655,-0.8378831898295377,0.2479104094125482,-1.4826802598385997,0.8664290908844571,-0.5878695558793793,-0.9354408392213368,-0.5079849461160909,-0.6005459356577711
-0.6762760854624702,1.2406568404732634,-1.4576056043105614,-2.4867678815472076,0.39751587128632765,0.46405445225045033,0.7244616763479587,-0.4575583087556493,-0.4510336711920958,-0.2937399970053584,-0.5404676337745812,-0.3940737464575112,1.2916958855975214,-0.7017130580269054,0.1384379783703633,-0.2862733454907696,0.20065747546201113,-2.013293274617535,-0.5876177858966584,1.0220360385700697,-1.809483233082834,0.3476838812740305,0.3014119940816826,-0.42924168839431076
-0.9270908845024289,0.4575426977524234,-1.4220299490039718,0.28069138826167456,0.39751587128632765,0.46405445225045033,0.7244616763479587,-0.4575583087556493,-0.4510336711920958,-0.2937399970053584,-0.5404676337745812,-0.3940737464575112,-0.7741760356675698,-0.7017130580269054,-0.5881494269909116,-0.5804051746646626,-0.4899001750906701,-1.4722600248149487,-1.0261259944277457,0.9004757555491794,-1.7317428305619456,-0.48872017120476835,-0.18352462854815232,-1.0736963600095262
1.1290213578705228,-0.8525496630747721,0.9971146118441069,0.28069138826167456,0.39751587128632765,-2.154919525392895,-1.3803352649943352,-0.4575583087556493,-0.4510336711920958,-0.2937399970053584,-0.5404676337745812,2.5375960946127614,-0.7741760356675698,-0.7017130580269054,0.5314469971013959,0.16037128399551204,0.5161462460901862,0.27542694523059114,1.1426589186050073,-1.0894619096967835,0.9631255654062086,0.7018184533201888,0.47822311034919746,0.42042499903252006
-0.03277555567275439,2.5942555425627276,2.0821720986950836,0.28069138826167456,0.39751587128632765,0.46405445225045033,0.7244616763479587,-0.4575583087556493,-0.4510336711920958,-0.2937399970053584,-0.5404676337745812,-0.3940737464575112,1.2916958855975214,-0.7017130580269054,1.5923796359587297,0.49263131324750226,1.5440900063334575,0.13152927823036764,0.21946843414396378,1.151436391748904,1.5766820920768816,1.4572905099254712,0.938395484333772,0.9744952202291686
